Record Number,mbfc__Custom_Title__c,ADPDX_Archdiocesan_Assignment__c,Duty_Load__c,mbfc__Start_Date__c,mbfc__Completion_Date__c,Account_Ext_Id,mbfc__Person__r,mbfc__Context__r,mbfc__Use_Custom_Title__c,Archdpdx_Migration_Id__c,Archdpdx_Job_Id__c
2698,Religious Education Assistant,,,,2023-01-01,Church_21,{'Adpdx_Migration_Id__c': '2848'},{'Adpdx_Migration_Id__c': 'Church_21'},True,2698,49
2697,Pastoral Associate,,,,1900-01-01,Church_146,{'Adpdx_Migration_Id__c': '2847'},{'Adpdx_Migration_Id__c': 'Church_146'},True,2697,49
2696,Lead Catechist,,,,,Church_42,{'Adpdx_Migration_Id__c': '2846'},{'Adpdx_Migration_Id__c': 'Church_42'},True,2696,49
2694,Summer Assignment,,,2022-03-25,2022-07-31,Church_58,{'Adpdx_Migration_Id__c': '2732'},{'Adpdx_Migration_Id__c': 'Church_58'},True,2694,49
2693,Special Assignment,True,,2022-04-06,2022-12-31,Organization_21,{'Adpdx_Migration_Id__c': '564'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2693,49
2692,Administrative Assistant,,,,,Church_144,{'Adpdx_Migration_Id__c': '2844'},{'Adpdx_Migration_Id__c': 'Church_144'},True,2692,49
2691,Business Administrator,,,,2023-01-01,Church_13,{'Adpdx_Migration_Id__c': '2843'},{'Adpdx_Migration_Id__c': 'Church_13'},True,2691,49
2690,Recepcionista-Asistente Hispano,,,,2023-01-01,Church_11,{'Adpdx_Migration_Id__c': '2842'},{'Adpdx_Migration_Id__c': 'Church_11'},True,2690,49
2689,Sacristan,,,,,Church_5,{'Adpdx_Migration_Id__c': '2838'},{'Adpdx_Migration_Id__c': 'Church_5'},True,2689,49
2688,Music Ministry,,,,,Church_5,{'Adpdx_Migration_Id__c': '2837'},{'Adpdx_Migration_Id__c': 'Church_5'},True,2688,49
2687,Music Ministry,,,,,Church_5,{'Adpdx_Migration_Id__c': '2836'},{'Adpdx_Migration_Id__c': 'Church_5'},True,2687,49
2686,Youth Ministry Coordinator,,,,,Church_1,{'Adpdx_Migration_Id__c': '2835'},{'Adpdx_Migration_Id__c': 'Church_1'},True,2686,49
2685,Volunteer Receptionist,,,,2023-01-01,Church_1,{'Adpdx_Migration_Id__c': '2834'},{'Adpdx_Migration_Id__c': 'Church_1'},True,2685,49
2684,Volunteer Receptionist,,,,2023-01-01,Church_1,{'Adpdx_Migration_Id__c': '2833'},{'Adpdx_Migration_Id__c': 'Church_1'},True,2684,49
2683,Visiting Priest,True,,2022-03-19,,Church_83,{'Adpdx_Migration_Id__c': '2831'},{'Adpdx_Migration_Id__c': 'Church_83'},True,2683,49
2682,Parochial Vicar,True,,2022-04-24,2023-06-30,Church_79,{'Adpdx_Migration_Id__c': '2750'},{'Adpdx_Migration_Id__c': 'Church_79'},True,2682,49
2681,Presbyteral Council: Consultor,,,2022-03-05,,Organization_21,{'Adpdx_Migration_Id__c': '760'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2681,49
2680,Presbyteral Council: Consultor,,,2022-03-05,,Organization_21,{'Adpdx_Migration_Id__c': '860'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2680,49
2679,Presbyteral Council: Consultor,,,2022-03-05,,Organization_21,{'Adpdx_Migration_Id__c': '739'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2679,49
2678,Presbyteral Council: Consultor,,,2022-03-05,,Organization_21,{'Adpdx_Migration_Id__c': '767'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2678,49
2677,Presbyteral Council: Consultor,,,2022-03-05,2024-01-03,Organization_21,{'Adpdx_Migration_Id__c': '710'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2677,49
2676,Presbyteral Council: Consultor,,,2022-03-05,,Organization_21,{'Adpdx_Migration_Id__c': '755'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2676,49
2675,Pastor,,,2009-07-01,2016-08-15,Church_83,{'Adpdx_Migration_Id__c': '1287'},{'Adpdx_Migration_Id__c': 'Church_83'},True,2675,49
2674,Director of Archdiocesan Catholic Cemeteries & Mortuaries,,,2022-02-22,,Organization_4,{'Adpdx_Migration_Id__c': '1500'},{'Adpdx_Migration_Id__c': 'Organization_4'},True,2674,49
2672,DCS Coordinator,,,2022-01-15,,Organization_1,{'Adpdx_Migration_Id__c': '2829'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,2672,49
2671,Administrator,True,,2021-02-24,,Church_136,{'Adpdx_Migration_Id__c': '888'},{'Adpdx_Migration_Id__c': 'Church_136'},True,2671,49
2670,Pastoral Year,,,2021-12-31,2022-04-06,Church_109,{'Adpdx_Migration_Id__c': '1596'},{'Adpdx_Migration_Id__c': 'Church_109'},True,2670,49
2669,Pastoral Assistant,,,,2023-01-01,Church_101,{'Adpdx_Migration_Id__c': '2811'},{'Adpdx_Migration_Id__c': 'Church_101'},True,2669,49
2668,Pastoral Associate,,,,2023-01-01,Church_101,{'Adpdx_Migration_Id__c': '2810'},{'Adpdx_Migration_Id__c': 'Church_101'},True,2668,49
2667,Presbyteral Council: Consultor,,,2022-03-05,,Organization_21,{'Adpdx_Migration_Id__c': '681'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2667,49
2666,Presbyteral Council: Consultor,,,2022-01-01,2022-03-04,Organization_21,{'Adpdx_Migration_Id__c': '781'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2666,49
2665,Presbyteral Council: Consultor,,,2022-01-01,2022-03-04,Organization_21,{'Adpdx_Migration_Id__c': '750'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2665,49
2664,Presbyteral Council: Consultor,True,Part Time,2017-10-01,2022-10-01,Organization_21,{'Adpdx_Migration_Id__c': '829'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2664,49
2663,Presbyteral Council: Consultor,,,2022-01-01,2022-03-04,Organization_21,{'Adpdx_Migration_Id__c': '700'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2663,49
2662,Presbyteral Council: Consultor,True,,2022-01-01,2022-03-04,Organization_21,{'Adpdx_Migration_Id__c': '704'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2662,49
2661,Presbyteral Council: Consultor,,,2022-01-01,2022-03-04,Organization_21,{'Adpdx_Migration_Id__c': '676'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2661,49
2660,In Community,True,,2021-09-20,2022-06-30,Church_46,{'Adpdx_Migration_Id__c': '1511'},{'Adpdx_Migration_Id__c': 'Church_46'},True,2660,49
2659,Business Manager,,,,,Church_30,{'Adpdx_Migration_Id__c': '2282'},{'Adpdx_Migration_Id__c': 'Church_30'},True,2659,49
2658,Associate Pastor,True,,1956-10-01,2021-02-03,Church_58,{'Adpdx_Migration_Id__c': '688'},{'Adpdx_Migration_Id__c': 'Church_58'},True,2658,49
2657,Associate Pastor,True,,1957-08-29,2021-02-03,Church_139,{'Adpdx_Migration_Id__c': '688'},{'Adpdx_Migration_Id__c': 'Church_139'},True,2657,49
2656,Associate Pastor,True,,1963-09-03,2021-02-03,Church_95,{'Adpdx_Migration_Id__c': '688'},{'Adpdx_Migration_Id__c': 'Church_95'},True,2656,49
2655,Pastor,True,,1968-10-15,2021-02-03,Church_14,{'Adpdx_Migration_Id__c': '688'},{'Adpdx_Migration_Id__c': 'Church_14'},True,2655,49
2654,Pastor,True,,1983-08-01,2021-02-03,Church_31,{'Adpdx_Migration_Id__c': '688'},{'Adpdx_Migration_Id__c': 'Church_31'},True,2654,49
2653,Administrator,True,,2005-10-01,2021-02-03,Church_72,{'Adpdx_Migration_Id__c': '688'},{'Adpdx_Migration_Id__c': 'Church_72'},True,2653,49
2652,Pastor,True,,1988-07-01,2021-02-03,Church_24,{'Adpdx_Migration_Id__c': '688'},{'Adpdx_Migration_Id__c': 'Church_24'},True,2652,49
2651,Administrative Assistant,,,,2023-01-01,Church_8,{'Adpdx_Migration_Id__c': '2809'},{'Adpdx_Migration_Id__c': 'Church_8'},True,2651,49
2650,Seasonal Development Assistant,,,,,Organization_1,{'Adpdx_Migration_Id__c': '2808'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,2650,49
2649,Parochial Vicar,True,,2021-12-01,,Church_96,{'Adpdx_Migration_Id__c': '997'},{'Adpdx_Migration_Id__c': 'Church_96'},True,2649,49
2648,Presbyteral Council Rep,True,,2021-12-01,,Deanery_5,{'Adpdx_Migration_Id__c': '860'},{'Adpdx_Migration_Id__c': 'Deanery_5'},True,2648,49
2647,Presbyteral Council Rep,True,,2018-12-01,,Deanery_11,{'Adpdx_Migration_Id__c': '831'},{'Adpdx_Migration_Id__c': 'Deanery_11'},True,2647,49
2646,Presbyteral Council Rep,True,,2020-12-01,2022-07-01,Deanery_3,{'Adpdx_Migration_Id__c': '599'},{'Adpdx_Migration_Id__c': 'Deanery_3'},True,2646,49
2645,Presbyteral Council Rep,True,,2020-12-01,2023-12-01,Deanery_15,{'Adpdx_Migration_Id__c': '739'},{'Adpdx_Migration_Id__c': 'Deanery_15'},True,2645,49
2644,Presbyteral Council Rep,True,,2021-12-01,2022-11-11,Deanery_18,{'Adpdx_Migration_Id__c': '877'},{'Adpdx_Migration_Id__c': 'Deanery_18'},True,2644,49
2643,Presbyteral Council Rep,True,,2021-12-01,,Deanery_2,{'Adpdx_Migration_Id__c': '664'},{'Adpdx_Migration_Id__c': 'Deanery_2'},True,2643,49
2642,Presbyteral Council Rep,True,,2021-12-01,2023-06-30,Deanery_16,{'Adpdx_Migration_Id__c': '710'},{'Adpdx_Migration_Id__c': 'Deanery_16'},True,2642,49
2641,Presbyteral Council Rep,True,,2021-12-01,,Deanery_4,{'Adpdx_Migration_Id__c': '767'},{'Adpdx_Migration_Id__c': 'Deanery_4'},True,2641,49
2640,Presbyteral Council Rep,True,,2021-12-01,2023-06-30,Deanery_8,{'Adpdx_Migration_Id__c': '823'},{'Adpdx_Migration_Id__c': 'Deanery_8'},True,2640,49
2639,Presbyteral Council Rep,True,,2021-12-01,,Deanery_17,{'Adpdx_Migration_Id__c': '695'},{'Adpdx_Migration_Id__c': 'Deanery_17'},True,2639,49
2638,Presbyteral Council Rep,True,,2021-12-01,2023-06-30,Deanery_13,{'Adpdx_Migration_Id__c': '800'},{'Adpdx_Migration_Id__c': 'Deanery_13'},True,2638,49
2637,Presbyteral Council Rep,True,,2021-12-01,,Deanery_1,{'Adpdx_Migration_Id__c': '760'},{'Adpdx_Migration_Id__c': 'Deanery_1'},True,2637,49
2636,Presbyteral Council Rep,True,,2020-12-01,2023-12-01,Deanery_14,{'Adpdx_Migration_Id__c': '820'},{'Adpdx_Migration_Id__c': 'Deanery_14'},True,2636,49
2635,Presbyteral Council Rep,True,,2021-12-01,,Deanery_7,{'Adpdx_Migration_Id__c': '793'},{'Adpdx_Migration_Id__c': 'Deanery_7'},True,2635,49
2634,Presbyteral Council Rep,True,,2019-12-01,2022-12-01,Deanery_10,{'Adpdx_Migration_Id__c': '931'},{'Adpdx_Migration_Id__c': 'Deanery_10'},True,2634,49
2633,Presbyteral Council Rep,True,,2021-12-01,,Deanery_6,{'Adpdx_Migration_Id__c': '838'},{'Adpdx_Migration_Id__c': 'Deanery_6'},True,2633,49
2632,Presbyteral Council Rep,True,,2019-12-01,,Deanery_12,{'Adpdx_Migration_Id__c': '672'},{'Adpdx_Migration_Id__c': 'Deanery_12'},True,2632,49
2631,Presbyteral Council Rep,True,,2021-12-01,,Deanery_9,{'Adpdx_Migration_Id__c': '1584'},{'Adpdx_Migration_Id__c': 'Deanery_9'},True,2631,49
2629,Parochial Vicar,True,,2021-12-16,,Church_103,{'Adpdx_Migration_Id__c': '2804'},{'Adpdx_Migration_Id__c': 'Church_103'},True,2629,49
2628,Assisting Deacon,True,,2021-07-01,,Church_89,{'Adpdx_Migration_Id__c': '298'},{'Adpdx_Migration_Id__c': 'Church_89'},True,2628,49
2626,Presbyteral Council Religious Rep,,,2020-12-01,2023-12-01,Organization_21,{'Adpdx_Migration_Id__c': '395'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2626,49
2620,Presbyteral Council Vicariate Rep Albany/Corvallis,,,2017-12-01,2020-12-01,Organization_21,{'Adpdx_Migration_Id__c': '635'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2620,49
2617,Presbyteral Council Vicariate Rep E PDX Suburban,,,2018-12-01,2021-12-01,Organization_21,{'Adpdx_Migration_Id__c': '858'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2617,49
2606,Principal,,,2021-07-01,2023-06-28,School_1,{'Adpdx_Migration_Id__c': '2802'},{'Adpdx_Migration_Id__c': 'School_1'},True,2606,49
2605,Vicar Forane,True,,2021-10-01,,Deanery_1,{'Adpdx_Migration_Id__c': '744'},{'Adpdx_Migration_Id__c': 'Deanery_1'},True,2605,49
2602,Novice Director,,,,,Religious_2,{'Adpdx_Migration_Id__c': '2798'},{'Adpdx_Migration_Id__c': 'Religious_2'},True,2602,49
2601,Assistant JCCU Tertian Director,,,,,Religious_3,{'Adpdx_Migration_Id__c': '1025'},{'Adpdx_Migration_Id__c': 'Religious_3'},True,2601,49
2598,Episcopal Vicar for the Usus Antiquior,True,,2021-11-01,,Organization_21,{'Adpdx_Migration_Id__c': '383'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2598,49
2597,Assisting Deacon,True,,2021-05-24,2023-09-30,Church_44,{'Adpdx_Migration_Id__c': '196'},{'Adpdx_Migration_Id__c': 'Church_44'},True,2597,49
2596,Assisting Deacon,True,,2021-05-24,2023-12-31,Church_29,{'Adpdx_Migration_Id__c': '196'},{'Adpdx_Migration_Id__c': 'Church_29'},True,2596,49
2595,Videographer,,,2021-11-03,2021-12-11,Organization_1,{'Adpdx_Migration_Id__c': '1475'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,2595,49
2594,Deacon,True,,2021-11-12,2024-02-26,Church_100,{'Adpdx_Migration_Id__c': '2764'},{'Adpdx_Migration_Id__c': 'Church_100'},True,2594,49
2593,"Priest Chaplain, Brighton Hospice",,,2021-10-04,,Organization_21,{'Adpdx_Migration_Id__c': '2766'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2593,49
2592,Administrator,True,,2021-11-01,2022-06-30,Church_92,{'Adpdx_Migration_Id__c': '1088'},{'Adpdx_Migration_Id__c': 'Church_92'},True,2592,49
2591,Chaplain,True,,2017-07-01,2021-10-08,School_16,{'Adpdx_Migration_Id__c': '852'},{'Adpdx_Migration_Id__c': 'School_16'},True,2591,49
2590,Administrator,True,,2021-10-01,2022-05-31,Church_173,{'Adpdx_Migration_Id__c': '883'},{'Adpdx_Migration_Id__c': 'Church_173'},True,2590,49
2589,Seminarian,,,2018-08-15,2023-06-01,Organization_22,{'Adpdx_Migration_Id__c': '1560'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2589,49
2588,Seminarian,,,2019-08-15,2022-04-06,Organization_22,{'Adpdx_Migration_Id__c': '1596'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2588,49
2587,Seminarian,,,2021-08-01,2022-12-01,Organization_22,{'Adpdx_Migration_Id__c': '2744'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2587,49
2586,Seminarian,True,,2015-08-06,,Organization_22,{'Adpdx_Migration_Id__c': '541'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2586,49
2585,Seminarian,,,2021-08-01,2022-08-01,Organization_22,{'Adpdx_Migration_Id__c': '2732'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2585,49
2584,Seminarian,,,2018-08-15,2021-12-21,Organization_22,{'Adpdx_Migration_Id__c': '1559'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2584,49
2583,Seminarian,True,,2019-08-15,,Organization_22,{'Adpdx_Migration_Id__c': '1593'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2583,49
2582,Seminarian,True,,2021-08-01,,Organization_22,{'Adpdx_Migration_Id__c': '2731'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2582,49
2581,Seminarian,True,Full Time,2018-08-15,2023-06-30,Organization_22,{'Adpdx_Migration_Id__c': '1558'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2581,49
2580,Seminarian,True,,2021-08-01,,Organization_22,{'Adpdx_Migration_Id__c': '2733'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2580,49
2579,Seminarian,True,,2021-08-01,,Organization_22,{'Adpdx_Migration_Id__c': '2251'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2579,49
2578,Seminarian,,,2017-08-15,2023-12-01,Organization_22,{'Adpdx_Migration_Id__c': '543'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2578,49
2577,Seminarian,True,,2018-08-15,,Organization_22,{'Adpdx_Migration_Id__c': '1594'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2577,49
2576,Seminarian,,,2020-08-15,2023-06-01,Organization_22,{'Adpdx_Migration_Id__c': '2069'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2576,49
2575,Seminarian,True,,2021-08-01,,Organization_22,{'Adpdx_Migration_Id__c': '2250'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2575,49
2574,Seminarian,True,,2019-08-15,,Organization_22,{'Adpdx_Migration_Id__c': '1590'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2574,49
2573,Seminarian,True,,2020-08-15,,Organization_22,{'Adpdx_Migration_Id__c': '2027'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2573,49
2572,Seminarian,True,,2021-08-01,,Organization_22,{'Adpdx_Migration_Id__c': '2734'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2572,49
2571,Seminarian,True,,2017-08-15,,Organization_22,{'Adpdx_Migration_Id__c': '547'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2571,49
2570,Seminarian,True,,2017-04-30,2023-06-30,Organization_22,{'Adpdx_Migration_Id__c': '536'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2570,49
2569,Seminarian,True,Full Time,2016-08-15,2023-06-03,Organization_22,{'Adpdx_Migration_Id__c': '533'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2569,49
2568,Seminarian,True,,2017-08-15,,Organization_22,{'Adpdx_Migration_Id__c': '546'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2568,49
2567,Seminarian,True,,2016-08-15,,Organization_22,{'Adpdx_Migration_Id__c': '527'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2567,49
2566,Seminarian,True,,2019-08-15,,Organization_22,{'Adpdx_Migration_Id__c': '1598'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2566,49
2565,Seminarian,,,2018-08-15,2021-12-13,Organization_22,{'Adpdx_Migration_Id__c': '1591'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2565,49
2564,Seminarian,,,2018-08-15,2021-12-31,Organization_22,{'Adpdx_Migration_Id__c': '1555'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2564,49
2563,Seminarian,,,2021-08-01,2024-01-01,Organization_22,{'Adpdx_Migration_Id__c': '2252'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2563,49
2562,Seminarian,True,,2014-08-17,2022-06-25,Organization_22,{'Adpdx_Migration_Id__c': '524'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2562,49
2561,Seminarian,True,,2019-08-15,,Organization_22,{'Adpdx_Migration_Id__c': '1595'},{'Adpdx_Migration_Id__c': 'Organization_22'},True,2561,49
2559,Student Deacon,,,2021-09-01,2022-05-30,Church_37,{'Adpdx_Migration_Id__c': '2772'},{'Adpdx_Migration_Id__c': 'Church_37'},True,2559,49
2558,Student Deacon,,,2021-09-01,2022-05-30,Church_73,{'Adpdx_Migration_Id__c': '2771'},{'Adpdx_Migration_Id__c': 'Church_73'},True,2558,49
2554,Deacon,True,,2021-10-15,,Church_87,{'Adpdx_Migration_Id__c': '424'},{'Adpdx_Migration_Id__c': 'Church_87'},True,2554,49
2552,Deacon,True,,2021-10-15,,Church_108,{'Adpdx_Migration_Id__c': '214'},{'Adpdx_Migration_Id__c': 'Church_108'},True,2552,49
2550,Deacon,True,,2021-10-15,2022-07-04,Church_11,{'Adpdx_Migration_Id__c': '86'},{'Adpdx_Migration_Id__c': 'Church_11'},True,2550,49
2549,Bilingual Administrative Assistant,,,2021-10-08,2023-08-18,Organization_1,{'Adpdx_Migration_Id__c': '2791'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,2549,49
2548,"Student at Pontifical North American College, Rome, Italy",True,,2021-08-30,2022-08-30,Organization_21,{'Adpdx_Migration_Id__c': '531'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2548,49
2547,Student Deacon,,,2021-09-10,2022-04-24,Church_109,{'Adpdx_Migration_Id__c': '2773'},{'Adpdx_Migration_Id__c': 'Church_109'},True,2547,49
2546,Student Deacon,True,,2021-09-10,2022-05-30,Church_107,{'Adpdx_Migration_Id__c': '2770'},{'Adpdx_Migration_Id__c': 'Church_107'},True,2546,49
2545,HR Generalist,,,2021-10-11,2022-03-10,Organization_1,{'Adpdx_Migration_Id__c': '2790'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,2545,49
2544,Grant Coordinator,,,2021-09-23,,Organization_1,{'Adpdx_Migration_Id__c': '2774'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,2544,49
2543,Presbyteral Council Senior Priest Rep.,True,,2021-10-01,,Organization_21,{'Adpdx_Migration_Id__c': '590'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2543,49
2542,Presbyteral Council Cohort IV Rep.,True,,2021-10-01,,Organization_21,{'Adpdx_Migration_Id__c': '630'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2542,49
2541,Continuing Education for Clergy Board Cohort IV Rep.,True,,2021-10-01,,Organization_21,{'Adpdx_Migration_Id__c': '535'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2541,49
2540,Continuing Education for Clergy Board Cohort I Rep.,True,,2021-10-01,,Organization_21,{'Adpdx_Migration_Id__c': '695'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2540,49
2539,Presbyteral Council Cohort II Rep.,True,,2021-10-01,,Organization_21,{'Adpdx_Migration_Id__c': '767'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2539,49
2538,Clergy Personnel Board Cohort IV Rep.,True,,2021-10-01,,Organization_21,{'Adpdx_Migration_Id__c': '534'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,2538,49
2537,Parochial Vicar,True,,2021-10-01,,Church_107,{'Adpdx_Migration_Id__c': '1580'},{'Adpdx_Migration_Id__c': 'Church_107'},True,2537,49
2536,Student Deacon,True,,2021-08-21,2022-05-31,Church_53,{'Adpdx_Migration_Id__c': '2769'},{'Adpdx_Migration_Id__c': 'Church_53'},True,2536,49
2535,Student Deacon,True,,2021-08-21,2022-05-31,Church_126,{'Adpdx_Migration_Id__c': '2768'},{'Adpdx_Migration_Id__c': 'Church_126'},True,2535,49
2534,Visitor,,,2021-07-26,2021-10-15,Church_83,{'Adpdx_Migration_Id__c': '2765'},{'Adpdx_Migration_Id__c': 'Church_83'},True,2534,49
2532,Human Formation Faculty,,,2021-07-01,2022-06-23,School_57,{'Adpdx_Migration_Id__c': '2763'},{'Adpdx_Migration_Id__c': 'School_57'},True,2532,49
2531,Director of Human Formation,,,2021-08-01,,School_57,{'Adpdx_Migration_Id__c': '845'},{'Adpdx_Migration_Id__c': 'School_57'},True,2531,49
2530,Chancellor/ Academic Faculty,,,2021-08-01,,School_57,{'Adpdx_Migration_Id__c': '689'},{'Adpdx_Migration_Id__c': 'School_57'},True,2530,49
2529,Academic Faculty,,,2021-08-01,,School_57,{'Adpdx_Migration_Id__c': '814'},{'Adpdx_Migration_Id__c': 'School_57'},True,2529,49
2528,Academic Faculty,,,2021-08-01,,School_57,{'Adpdx_Migration_Id__c': '1515'},{'Adpdx_Migration_Id__c': 'School_57'},True,2528,49
2527,Academic Faculty,,,2021-08-01,,School_57,{'Adpdx_Migration_Id__c': '2005'},{'Adpdx_Migration_Id__c': 'School_57'},True,2527,49
2526,Academic Faculty,,,2021-08-01,,School_57,{'Adpdx_Migration_Id__c': '819'},{'Adpdx_Migration_Id__c': 'School_57'},True,2526,49
2525,Counselor,,,,,School_57,{'Adpdx_Migration_Id__c': '1328'},{'Adpdx_Migration_Id__c': 'School_57'},True,2525,49
2524,Spiritual Director,,,2021-08-01,2023-08-01,School_57,{'Adpdx_Migration_Id__c': '2247'},{'Adpdx_Migration_Id__c': 'School_57'},True,2524,49
2522,Spiritual Director,,,2021-08-01,2023-07-01,School_57,{'Adpdx_Migration_Id__c': '725'},{'Adpdx_Migration_Id__c': 'School_57'},True,2522,49
2521,Spiritual Director,,,2021-07-01,,School_57,{'Adpdx_Migration_Id__c': '660'},{'Adpdx_Migration_Id__c': 'School_57'},True,2521,49
2520,Spiritual Director,,,2021-07-01,,School_57,{'Adpdx_Migration_Id__c': '802'},{'Adpdx_Migration_Id__c': 'School_57'},True,2520,49
2519,Spiritual Director/ Academic Faculty,,,2021-07-01,,School_57,{'Adpdx_Migration_Id__c': '813'},{'Adpdx_Migration_Id__c': 'School_57'},True,2519,49
2518,Spiritual Director/ Academic Faculty,,,2021-07-01,,School_57,{'Adpdx_Migration_Id__c': '2004'},{'Adpdx_Migration_Id__c': 'School_57'},True,2518,49
2517,Spiritual Director,,,2021-07-01,,School_57,{'Adpdx_Migration_Id__c': '869'},{'Adpdx_Migration_Id__c': 'School_57'},True,2517,49
2516,Spiritual Director,,,2021-07-01,,School_57,{'Adpdx_Migration_Id__c': '788'},{'Adpdx_Migration_Id__c': 'School_57'},True,2516,49
2515,Volunteer,,,2021-07-01,,School_57,{'Adpdx_Migration_Id__c': '859'},{'Adpdx_Migration_Id__c': 'School_57'},True,2515,49
2513,Provincial Treasurer,,,2021-08-01,2022-03-20,Religious_8,{'Adpdx_Migration_Id__c': '1539'},{'Adpdx_Migration_Id__c': 'Religious_8'},True,2513,49
2512,Director of Human Formation,True,,2021-07-01,,School_57,{'Adpdx_Migration_Id__c': '510'},{'Adpdx_Migration_Id__c': 'School_57'},True,2512,49
2511,Parochial Vicar,True,,2021-09-15,,Church_57,{'Adpdx_Migration_Id__c': '2758'},{'Adpdx_Migration_Id__c': 'Church_57'},True,2511,49
2510,Parochial Vicar,True,,2021-09-15,,Church_60,{'Adpdx_Migration_Id__c': '2758'},{'Adpdx_Migration_Id__c': 'Church_60'},True,2510,49
2509,Parochial Vicar,True,,2021-09-15,,Church_51,{'Adpdx_Migration_Id__c': '2758'},{'Adpdx_Migration_Id__c': 'Church_51'},True,2509,49
2508,Parochial Vicar,True,,2021-09-15,,Church_141,{'Adpdx_Migration_Id__c': '2758'},{'Adpdx_Migration_Id__c': 'Church_141'},True,2508,49
2507,Pastor,True,,2003-05-15,2010-06-30,Church_46,{'Adpdx_Migration_Id__c': '692'},{'Adpdx_Migration_Id__c': 'Church_46'},True,2507,49
2506,Parochial Vicar,True,,2003-02-17,2003-05-14,Church_46,{'Adpdx_Migration_Id__c': '692'},{'Adpdx_Migration_Id__c': 'Church_46'},True,2506,49
2505,Administrator,True,,2021-09-20,2022-05-31,Church_46,{'Adpdx_Migration_Id__c': '692'},{'Adpdx_Migration_Id__c': 'Church_46'},True,2505,49
2504,Administrator,True,,2021-07-01,2022-06-30,Church_118,{'Adpdx_Migration_Id__c': '729'},{'Adpdx_Migration_Id__c': 'Church_118'},True,2504,49
2503,Parish Support Accountant,,,2021-09-01,,Organization_1,{'Adpdx_Migration_Id__c': '2761'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,2503,49
